country,date,doing_business,gdppc
Brunei Darussalam,1960-01-01,,
Canada,2020-01-01,,45910.1749548491
Canada,2019-01-01,79.64043,49017.41147369
Canada,2018-01-01,79.6798,48807.4364477991
Canada,2017-01-01,79.30059,48327.614814477
Canada,2016-01-01,79.54094,47467.9164730692
Canada,2015-01-01,79.75597,47532.4858478244
Canada,2014-01-01,,47574.9635351631
Canada,2013-01-01,,46714.929479492
Canada,2012-01-01,,46136.5552498984
Canada,2011-01-01,,45832.5716375166
Canada,2010-01-01,,44871.2899502486
Canada,2009-01-01,,44013.1962687191
Canada,2008-01-01,,45861.6117725399
Canada,2007-01-01,,45898.4658716977
Canada,2006-01-01,,43367.6211117636
Canada,2005-01-01,,42056.0228421376
Canada,2004-01-01,,40435.0317932399
Canada,2003-01-01,,39276.7607963655
Canada,2002-01-01,,38177.4154596372
Canada,2001-01-01,,37317.7718002722
Canada,2000-01-01,,37202.4925183458
Canada,1999-01-01,,35790.479862645
Canada,1998-01-01,,34704.6438519647
Canada,1997-01-01,,34041.8641975149
Canada,1996-01-01,,
Canada,1995-01-01,,
Canada,1994-01-01,,
Canada,1993-01-01,,
Canada,1992-01-01,,
Canada,1991-01-01,,
Canada,1990-01-01,,
Canada,1989-01-01,,
Canada,1988-01-01,,
Canada,1987-01-01,,
Canada,1986-01-01,,
Canada,1985-01-01,,
Canada,1984-01-01,,
Canada,1983-01-01,,
Canada,1982-01-01,,
Canada,1981-01-01,,
Canada,1980-01-01,,
Canada,1979-01-01,,
Canada,1978-01-01,,
Canada,1977-01-01,,
Canada,1976-01-01,,
Canada,1975-01-01,,
Canada,1974-01-01,,
Canada,1973-01-01,,
Canada,1972-01-01,,
Canada,1971-01-01,,
Canada,1970-01-01,,
Canada,1969-01-01,,
Canada,1968-01-01,,
Canada,1967-01-01,,
Canada,1966-01-01,,
Canada,1965-01-01,,
Canada,1964-01-01,,
Canada,1963-01-01,,
Canada,1962-01-01,,
Canada,1961-01-01,,
Canada,1960-01-01,,
Switzerland,2020-01-01,,66358.9848260085
Switzerland,2019-01-01,76.61864,68474.2643839534
Switzerland,2018-01-01,76.61632,68139.2854255498
Switzerland,2017-01-01,76.60784,66697.5709718466
Switzerland,2016-01-01,76.42092,66272.5755052197
Switzerland,2015-01-01,76.42844,65657.4416098475
Switzerland,2014-01-01,,65326.1582207037
Switzerland,2013-01-01,,64548.6812296406
Switzerland,2012-01-01,,64127.0160452865
Switzerland,2011-01-01,,64032.1615502281
Switzerland,2010-01-01,,63528.0721379211
Switzerland,2009-01-01,,62161.7041055672
Switzerland,2008-01-01,,64280.0673314711
Switzerland,2007-01-01,,63356.2438989959
Switzerland,2006-01-01,,61468.8654373808
Switzerland,2005-01-01,,59468.1795277858
Switzerland,2004-01-01,,58173.4268495656
Switzerland,2003-01-01,,56967.3538429997
Switzerland,2002-01-01,,57418.4760356591
Switzerland,2001-01-01,,57857.662025238
Switzerland,2000-01-01,,57321.6450475839
Switzerland,1999-01-01,,55440.1463656885
Switzerland,1998-01-01,,54749.5114212836
Switzerland,1997-01-01,,53279.2482193659
Switzerland,1996-01-01,,52222.726494919
Switzerland,1995-01-01,,52196.0695535849
Switzerland,1994-01-01,,52294.566693746
Switzerland,1993-01-01,,52052.1668012055
Switzerland,1992-01-01,,52594.6398583088
Switzerland,1991-01-01,,53200.98154406
Switzerland,1990-01-01,,54367.9848156249
Switzerland,1989-01-01,,
Switzerland,1988-01-01,,
Switzerland,1987-01-01,,
Switzerland,1986-01-01,,
Switzerland,1985-01-01,,
Switzerland,1984-01-01,,
Switzerland,1983-01-01,,
Switzerland,1982-01-01,,
Switzerland,1981-01-01,,
Switzerland,1980-01-01,,
Switzerland,1979-01-01,,
Switzerland,1978-01-01,,
Switzerland,1977-01-01,,
Switzerland,1976-01-01,,
Switzerland,1975-01-01,,
Switzerland,1974-01-01,,
Switzerland,1973-01-01,,
Switzerland,1972-01-01,,
Switzerland,1971-01-01,,
Switzerland,1970-01-01,,
Switzerland,1969-01-01,,
Switzerland,1968-01-01,,
Switzerland,1967-01-01,,
Switzerland,1966-01-01,,
Switzerland,1965-01-01,,
Switzerland,1964-01-01,,
Switzerland,1963-01-01,,
Switzerland,1962-01-01,,
Switzerland,1961-01-01,,
Switzerland,1960-01-01,,
Channel Islands,2020-01-01,,
Channel Islands,2019-01-01,,
Channel Islands,2018-01-01,,
Channel Islands,2017-01-01,,
Channel Islands,2016-01-01,,
Channel Islands,2015-01-01,,
Channel Islands,2014-01-01,,
Channel Islands,2013-01-01,,
Channel Islands,2012-01-01,,
Channel Islands,2011-01-01,,
Channel Islands,2010-01-01,,
Channel Islands,2009-01-01,,
Channel Islands,2008-01-01,,
Channel Islands,2007-01-01,,
Channel Islands,2006-01-01,,
Channel Islands,2005-01-01,,
Channel Islands,2004-01-01,,
Channel Islands,2003-01-01,,
Channel Islands,2002-01-01,,
Channel Islands,2001-01-01,,
Channel Islands,2000-01-01,,
Channel Islands,1999-01-01,,
Channel Islands,1998-01-01,,
Channel Islands,1997-01-01,,
Channel Islands,1996-01-01,,
Channel Islands,1995-01-01,,
Channel Islands,1994-01-01,,
Channel Islands,1993-01-01,,
Channel Islands,1992-01-01,,
Channel Islands,1991-01-01,,
Channel Islands,1990-01-01,,
Channel Islands,1989-01-01,,
Channel Islands,1988-01-01,,
Channel Islands,1987-01-01,,
Channel Islands,1986-01-01,,
Channel Islands,1985-01-01,,
Channel Islands,1984-01-01,,
Channel Islands,1983-01-01,,
Channel Islands,1982-01-01,,
Channel Islands,1981-01-01,,
Channel Islands,1980-01-01,,
Channel Islands,1979-01-01,,
Channel Islands,1978-01-01,,
Channel Islands,1977-01-01,,
Channel Islands,1976-01-01,,
Channel Islands,1975-01-01,,
Channel Islands,1974-01-01,,
Channel Islands,1973-01-01,,
Channel Islands,1972-01-01,,
Channel Islands,1971-01-01,,
Channel Islands,1970-01-01,,
Channel Islands,1969-01-01,,
Channel Islands,1968-01-01,,
Channel Islands,1967-01-01,,
Channel Islands,1966-01-01,,
Channel Islands,1965-01-01,,
Channel Islands,1964-01-01,,
Channel Islands,1963-01-01,,
Channel Islands,1962-01-01,,
Channel Islands,1961-01-01,,
Channel Islands,1960-01-01,,
Chile,2020-01-01,,23325.3895513801
Chile,2019-01-01,72.58023,24968.5059325246
Chile,2018-01-01,72.32025,25029.8379854795
Chile,2017-01-01,71.951,24471.6109211716
Chile,2016-01-01,71.58185,24532.2672853624
Chile,2015-01-01,71.17517,24441.3214385595
Chile,2014-01-01,,24173.9611993162
Chile,2013-01-01,,24007.7024321173
Chile,2012-01-01,,23301.3062099942
Chile,2011-01-01,,22338.6887760279
Chile,2010-01-01,,21263.2553323519
Chile,2009-01-01,,20299.0035205645
Chile,2008-01-01,,20841.1769113238
Chile,2007-01-01,,20347.495250212
Chile,2006-01-01,,19604.4246729794
Chile,2005-01-01,,18635.3173495453
Chile,2004-01-01,,17807.8303650115
Chile,2003-01-01,,16783.5610751766
Chile,2002-01-01,,16293.7899339926
Chile,2001-01-01,,15974.2122262926
Chile,2000-01-01,,15638.5807519217
Chile,1999-01-01,,15023.4725268889
Chile,1998-01-01,,15272.0381314697
Chile,1997-01-01,,14828.5661530326
Chile,1996-01-01,,13991.4451355747
Chile,1995-01-01,,13288.3601882113
Chile,1994-01-01,,12383.3424169634
Chile,1993-01-01,,11977.4696631192
Chile,1992-01-01,,11421.4616386752
Chile,1991-01-01,,10445.1383450523
Chile,1990-01-01,,9850.01375085817
Chile,1989-01-01,,
Chile,1988-01-01,,
Chile,1987-01-01,,
Chile,1986-01-01,,
Chile,1985-01-01,,
Chile,1984-01-01,,
Chile,1983-01-01,,
Chile,1982-01-01,,
Chile,1981-01-01,,
Chile,1980-01-01,,
Chile,1979-01-01,,
Chile,1978-01-01,,
Chile,1977-01-01,,
Chile,1976-01-01,,
Chile,1975-01-01,,
Chile,1974-01-01,,
Chile,1973-01-01,,
Chile,1972-01-01,,
Chile,1971-01-01,,
Chile,1970-01-01,,
Chile,1969-01-01,,
Chile,1968-01-01,,
Chile,1967-01-01,,
Chile,1966-01-01,,
Chile,1965-01-01,,
Chile,1964-01-01,,
Chile,1963-01-01,,
Chile,1962-01-01,,
Chile,1961-01-01,,
Chile,1960-01-01,,
Curacao,2020-01-01,,
Curacao,2019-01-01,,24494.3426149147
Curacao,2018-01-01,,25054.8952300259
Curacao,2017-01-01,,25475.4896636129
Curacao,2016-01-01,,26009.5280033975
Curacao,2015-01-01,,26548.7000044222
Curacao,2014-01-01,,26826.5923787915
Curacao,2013-01-01,,27503.7894380048
Curacao,2012-01-01,,28040.0360514959
Curacao,2011-01-01,,28313.0486187097
Curacao,2010-01-01,,28543.3607059699
Curacao,2009-01-01,,28883.1037792964
Curacao,2008-01-01,,29227.0765763594
Curacao,2007-01-01,,28963.4099644225
Curacao,2006-01-01,,28829.0168947987
Curacao,2005-01-01,,29102.8638428108
Curacao,2004-01-01,,29653.9647137476
Curacao,2003-01-01,,30107.1799579905
Curacao,2002-01-01,,30646.1487257223
Curacao,2001-01-01,,30562.3183466686
Curacao,2000-01-01,,29669.8646067821
Curacao,1999-01-01,,
Curacao,1998-01-01,,
Curacao,1997-01-01,,
Curacao,1996-01-01,,
Curacao,1995-01-01,,
Curacao,1994-01-01,,
Curacao,1993-01-01,,
Curacao,1992-01-01,,
Curacao,1991-01-01,,
Curacao,1990-01-01,,
Curacao,1989-01-01,,
Curacao,1988-01-01,,
Curacao,1987-01-01,,
Curacao,1986-01-01,,
Curacao,1985-01-01,,
Curacao,1984-01-01,,
Curacao,1983-01-01,,
Curacao,1982-01-01,,
Curacao,1981-01-01,,
Curacao,1980-01-01,,
Curacao,1979-01-01,,
Curacao,1978-01-01,,
Curacao,1977-01-01,,
Curacao,1976-01-01,,
Curacao,1975-01-01,,
Curacao,1974-01-01,,
Curacao,1973-01-01,,
Curacao,1972-01-01,,
Curacao,1971-01-01,,
Curacao,1970-01-01,,
Curacao,1969-01-01,,
Curacao,1968-01-01,,
Curacao,1967-01-01,,
Curacao,1966-01-01,,
Curacao,1965-01-01,,
Curacao,1964-01-01,,
Curacao,1963-01-01,,
Curacao,1962-01-01,,
Curacao,1961-01-01,,
Curacao,1960-01-01,,
Cayman Islands,2020-01-01,,
Cayman Islands,2019-01-01,,73443.0617353665
Cayman Islands,2018-01-01,,71598.1969957111
Cayman Islands,2017-01-01,,69572.496852816
Cayman Islands,2016-01-01,,68307.1993702042
Cayman Islands,2015-01-01,,67067.1936632967
Cayman Islands,2014-01-01,,66155.1651517821
Cayman Islands,2013-01-01,,65428.3455058306
Cayman Islands,2012-01-01,,65664.6387773827
Cayman Islands,2011-01-01,,66084.093927636
Cayman Islands,2010-01-01,,66709.3467457044
Cayman Islands,2009-01-01,,70246.0903680459
Cayman Islands,2008-01-01,,77786.0546162276
Cayman Islands,2007-01-01,,80387.0028563596
Cayman Islands,2006-01-01,,80305.0263684757
Cayman Islands,2005-01-01,,
Cayman Islands,2004-01-01,,
Cayman Islands,2003-01-01,,
Cayman Islands,2002-01-01,,
Cayman Islands,2001-01-01,,
Cayman Islands,2000-01-01,,
Cayman Islands,1999-01-01,,
Cayman Islands,1998-01-01,,
Cayman Islands,1997-01-01,,
Cayman Islands,1996-01-01,,
Cayman Islands,1995-01-01,,
Cayman Islands,1994-01-01,,
Cayman Islands,1993-01-01,,
Cayman Islands,1992-01-01,,
Cayman Islands,1991-01-01,,
Cayman Islands,1990-01-01,,
Cayman Islands,1989-01-01,,
Cayman Islands,1988-01-01,,
Cayman Islands,1987-01-01,,
Cayman Islands,1986-01-01,,
Cayman Islands,1985-01-01,,
Cayman Islands,1984-01-01,,
Cayman Islands,1983-01-01,,
Cayman Islands,1982-01-01,,
Cayman Islands,1981-01-01,,
Cayman Islands,1980-01-01,,
Cayman Islands,1979-01-01,,
Cayman Islands,1978-01-01,,
Cayman Islands,1977-01-01,,
Cayman Islands,1976-01-01,,
Cayman Islands,1975-01-01,,
Cayman Islands,1974-01-01,,
Cayman Islands,1973-01-01,,
Cayman Islands,1972-01-01,,
Cayman Islands,1971-01-01,,
Cayman Islands,1970-01-01,,
Cayman Islands,1969-01-01,,
Cayman Islands,1968-01-01,,
Cayman Islands,1967-01-01,,
Cayman Islands,1966-01-01,,
Cayman Islands,1965-01-01,,
Cayman Islands,1964-01-01,,
Cayman Islands,1963-01-01,,
Cayman Islands,1962-01-01,,
Cayman Islands,1961-01-01,,
Cayman Islands,1960-01-01,,
Cyprus,2020-01-01,,37655.1803457421
Cyprus,2019-01-01,73.35105,40226.8094909879
Cyprus,2018-01-01,72.77735,39559.4879646749
Cyprus,2017-01-01,72.28343,38050.8577356233
Cyprus,2016-01-01,72.31415,36523.7332079973
Cyprus,2015-01-01,71.95361,34472.2985065115
Cyprus,2014-01-01,,33207.7707129666
Cyprus,2013-01-01,,33456.2890881726
Cyprus,2012-01-01,,35719.3218041179
Cyprus,2011-01-01,,37562.4491443722
Cyprus,2010-01-01,,38379.0903965443
Cyprus,2009-01-01,,38618.0093651325
Cyprus,2008-01-01,,40484.6149094716
Cyprus,2007-01-01,,40053.4137891646
Cyprus,2006-01-01,,38930.6130534338
Cyprus,2005-01-01,,37803.5755253568
Cyprus,2004-01-01,,36576.8730925333
Cyprus,2003-01-01,,35295.3649844909
Cyprus,2002-01-01,,34813.6766698246
Cyprus,2001-01-01,,33950.959832956
Cyprus,2000-01-01,,33013.9825138552
Cyprus,1999-01-01,,31488.6228633661
Cyprus,1998-01-01,,30327.2118185356
Cyprus,1997-01-01,,28933.2804611075
Cyprus,1996-01-01,,28591.2647325242
Cyprus,1995-01-01,,28692.3725222485
Cyprus,1994-01-01,,26962.5778171932
Cyprus,1993-01-01,,25992.4859913948
Cyprus,1992-01-01,,26442.7068127522
Cyprus,1991-01-01,,24822.3450619037
Cyprus,1990-01-01,,25286.283375501
Cyprus,1989-01-01,,
Cyprus,1988-01-01,,
Cyprus,1987-01-01,,
Cyprus,1986-01-01,,
Cyprus,1985-01-01,,
Cyprus,1984-01-01,,
Cyprus,1983-01-01,,
Cyprus,1982-01-01,,
Cyprus,1981-01-01,,
Cyprus,1980-01-01,,
Cyprus,1979-01-01,,
Cyprus,1978-01-01,,
Cyprus,1977-01-01,,
Cyprus,1976-01-01,,
Cyprus,1975-01-01,,
Cyprus,1974-01-01,,
Cyprus,1973-01-01,,
Cyprus,1972-01-01,,
Cyprus,1971-01-01,,
Cyprus,1970-01-01,,
Cyprus,1969-01-01,,
Cyprus,1968-01-01,,
Cyprus,1967-01-01,,
Cyprus,1966-01-01,,
Cyprus,1965-01-01,,
Cyprus,1964-01-01,,
Cyprus,1963-01-01,,
Cyprus,1962-01-01,,
Cyprus,1961-01-01,,
Cyprus,1960-01-01,,
Czech Republic,2020-01-01,,38509.2669114162
Czech Republic,2019-01-01,76.34054,40981.0565086432
Czech Republic,2018-01-01,76.322,39932.992193117
Czech Republic,2017-01-01,76.42162,38824.8879170919
Czech Republic,2016-01-01,76.38834,37014.9592935816
Czech Republic,2015-01-01,76.10923,36168.4185553861
Czech Republic,2014-01-01,,34386.7049143977
Czech Republic,2013-01-01,,33661.4684161727
Czech Republic,2012-01-01,,33688.0998344582
Czech Republic,2011-01-01,,34002.1897752206
Czech Republic,2010-01-01,,33483.137594809
Czech Republic,2009-01-01,,32782.6123492193
Czech Republic,2008-01-01,,34580.4433462984
Czech Republic,2007-01-01,,33956.2459846788
Czech Republic,2006-01-01,,32352.8129664551
Czech Republic,2005-01-01,,30384.4466487841
Czech Republic,2004-01-01,,28542.2548172745
Czech Republic,2003-01-01,,27239.5594440384
Czech Republic,2002-01-01,,26289.6261389536
Czech Republic,2001-01-01,,25833.4146699938
Czech Republic,2000-01-01,,24976.5063182959
Czech Republic,1999-01-01,,23948.3850340351
Czech Republic,1998-01-01,,23597.3061804104
Czech Republic,1997-01-01,,23659.3207939067
Czech Republic,1996-01-01,,23756.9783859253
Czech Republic,1995-01-01,,22758.5968118404
Czech Republic,1994-01-01,,21356.3127969696
Czech Republic,1993-01-01,,20760.0542509881
Czech Republic,1992-01-01,,20768.7881664466
Czech Republic,1991-01-01,,20895.8797607116
Czech Republic,1990-01-01,,23585.1814938054
Czech Republic,1989-01-01,,
Czech Republic,1988-01-01,,
Czech Republic,1987-01-01,,
Czech Republic,1986-01-01,,
Czech Republic,1985-01-01,,
Czech Republic,1984-01-01,,
Czech Republic,1983-01-01,,
Czech Republic,1982-01-01,,
Czech Republic,1981-01-01,,
Czech Republic,1980-01-01,,
Czech Republic,1979-01-01,,
Czech Republic,1978-01-01,,
Czech Republic,1977-01-01,,
Czech Republic,1976-01-01,,
Czech Republic,1975-01-01,,
Czech Republic,1974-01-01,,
Czech Republic,1973-01-01,,
Czech Republic,1972-01-01,,
Czech Republic,1971-01-01,,
Czech Republic,1970-01-01,,
Czech Republic,1969-01-01,,
Czech Republic,1968-01-01,,
Czech Republic,1967-01-01,,
Czech Republic,1966-01-01,,
Czech Republic,1965-01-01,,
Czech Republic,1964-01-01,,
Czech Republic,1963-01-01,,
Czech Republic,1962-01-01,,
Czech Republic,1961-01-01,,
Czech Republic,1960-01-01,,
Germany,2020-01-01,,51259.2395557078
Germany,2019-01-01,79.71004,53809.1412482045
Germany,2018-01-01,79.34794,53367.3319037949
Germany,2017-01-01,79.34962,52952.8750212389
Germany,2016-01-01,79.5543,51763.754913011
Germany,2015-01-01,79.5005,51044.9893584218
Germany,2014-01-01,,50731.9199645294
Germany,2013-01-01,,49842.5583193108
Germany,2012-01-01,,49761.0146644366
Germany,2011-01-01,,49646.74721819
Germany,2010-01-01,,46894.2269162907
Germany,2009-01-01,,44943.8409486121
Germany,2008-01-01,,47536.7707954978
Germany,2007-01-01,,46995.3701538799
Germany,2006-01-01,,45576.0208025765
Germany,2005-01-01,,43851.0898039213
Germany,2004-01-01,,43507.8489369112
Germany,2003-01-01,,42993.1965762484
Germany,2002-01-01,,43320.2982568903
Germany,2001-01-01,,43479.2707873768
Germany,2000-01-01,,42832.2644780673
Germany,1999-01-01,,41676.4833842224
Germany,1998-01-01,,40930.9554877833
Germany,1997-01-01,,40128.9836402373
Germany,1996-01-01,,39480.1921121609
Germany,1995-01-01,,39278.1307628231
Germany,1994-01-01,,38794.6938374032
Germany,1993-01-01,,38020.0899345773
Germany,1992-01-01,,38648.3907490989
Germany,1991-01-01,,38208.5921506433
Germany,1990-01-01,,36617.4819798761
Germany,1989-01-01,,
Germany,1988-01-01,,
Germany,1987-01-01,,
Germany,1986-01-01,,
Germany,1985-01-01,,
Germany,1984-01-01,,
Germany,1983-01-01,,
Germany,1982-01-01,,
Germany,1981-01-01,,
Germany,1980-01-01,,
Germany,1979-01-01,,
Germany,1978-01-01,,
Germany,1977-01-01,,
Germany,1976-01-01,,
Germany,1975-01-01,,
Germany,1974-01-01,,
Germany,1973-01-01,,
Germany,1972-01-01,,
Germany,1971-01-01,,
Germany,1970-01-01,,
Germany,1969-01-01,,
Germany,1968-01-01,,
Germany,1967-01-01,,
Germany,1966-01-01,,
Germany,1965-01-01,,
Germany,1964-01-01,,
Germany,1963-01-01,,
Germany,1962-01-01,,
Germany,1961-01-01,,
Germany,1960-01-01,,
Denmark,2020-01-01,,55819.9095281648
Denmark,2019-01-01,85.28856,57161.6863893418
Denmark,2018-01-01,85.17028,56178.7746299825
Denmark,2017-01-01,84.5806,55356.680780178
Denmark,2016-01-01,84.59517,54185.0084787703
Denmark,2015-01-01,84.50938,52892.6460290247
Denmark,2014-01-01,,52048.3354927846
Denmark,2013-01-01,,51479.2664533017
Denmark,2012-01-01,,51216.309409926
Denmark,2011-01-01,,51293.2061782002
Denmark,2010-01-01,,50825.4122929358
Denmark,2009-01-01,,50114.0500523227
Denmark,2008-01-01,,52982.5317373493
Denmark,2007-01-01,,53569.0280238008
Denmark,2006-01-01,,53322.2889991783
Denmark,2005-01-01,,51483.273786293
Denmark,2004-01-01,,50446.5416048985
Denmark,2003-01-01,,49262.6449732556
Denmark,2002-01-01,,49204.8990055345
Denmark,2001-01-01,,49133.2231026505
Denmark,2000-01-01,,48907.0114021027
Denmark,1999-01-01,,47298.5373518437
Denmark,1998-01-01,,46096.3697234041
Denmark,1997-01-01,,45260.1371186812
Denmark,1996-01-01,,44013.3855851544
Denmark,1995-01-01,,43015.6775097607
Denmark,1994-01-01,,41969.6887111547
Denmark,1993-01-01,,39979.7573849561
Denmark,1992-01-01,,40108.8919453015
Denmark,1991-01-01,,39469.3228084159
Denmark,1990-01-01,,39027.9787365148
Denmark,1989-01-01,,
Denmark,1988-01-01,,
Denmark,1987-01-01,,
Denmark,1986-01-01,,
Denmark,1985-01-01,,
Denmark,1984-01-01,,
Denmark,1983-01-01,,
Denmark,1982-01-01,,
Denmark,1981-01-01,,
Denmark,1980-01-01,,
Denmark,1979-01-01,,
Denmark,1978-01-01,,
Denmark,1977-01-01,,
Denmark,1976-01-01,,
Denmark,1975-01-01,,
Denmark,1974-01-01,,
Denmark,1973-01-01,,
Denmark,1972-01-01,,
Denmark,1971-01-01,,
Denmark,1970-01-01,,
Denmark,1969-01-01,,
Denmark,1968-01-01,,
Denmark,1967-01-01,,
Denmark,1966-01-01,,
Denmark,1965-01-01,,
Denmark,1964-01-01,,
Denmark,1963-01-01,,
Denmark,1962-01-01,,
Denmark,1961-01-01,,
Denmark,1960-01-01,,
Spain,2020-01-01,,36219.938441774
Spain,2019-01-01,77.93588,40803.6269757506
Spain,2018-01-01,77.69995,40256.9524767458
Spain,2017-01-01,77.62772,39528.9253872668
Spain,2016-01-01,77.63075,38477.5791805612
Spain,2015-01-01,75.92621,37377.068016704
Spain,2014-01-01,,35968.6201369865
Spain,2013-01-01,,35371.7398181963
Spain,2012-01-01,,35769.4600345792
Spain,2011-01-01,,36884.2592434253
Spain,2010-01-01,,37319.4762230353
Spain,2009-01-01,,37430.6785045715
Spain,2008-01-01,,39240.3951876123
Spain,2007-01-01,,39520.8222657597
Spain,2006-01-01,,38858.4710684887
Spain,2005-01-01,,37963.3658355296
Spain,2004-01-01,,37249.7735119425
Spain,2003-01-01,,36750.4418480689
Spain,2002-01-01,,36337.5551952878
Spain,2001-01-01,,35874.7529283016
Spain,2000-01-01,,34757.615021513
Spain,1999-01-01,,33173.117195796
Spain,1998-01-01,,31876.4395902943
Spain,1997-01-01,,30661.6548336809
Spain,1996-01-01,,29691.0967966209
Spain,1995-01-01,,29042.3441443907
Spain,1994-01-01,,28388.0126546931
Spain,1993-01-01,,27859.5430424821
Spain,1992-01-01,,28296.2556750477
Spain,1991-01-01,,28173.3872449524
Spain,1990-01-01,,27543.9192440024
Spain,1989-01-01,,
Spain,1988-01-01,,
Spain,1987-01-01,,
Spain,1986-01-01,,
Spain,1985-01-01,,
Spain,1984-01-01,,
Spain,1983-01-01,,
Spain,1982-01-01,,
Spain,1981-01-01,,
Spain,1980-01-01,,
Spain,1979-01-01,,
Spain,1978-01-01,,
Spain,1977-01-01,,
Spain,1976-01-01,,
Spain,1975-01-01,,
Spain,1974-01-01,,
Spain,1973-01-01,,
Spain,1972-01-01,,
Spain,1971-01-01,,
Spain,1970-01-01,,
Spain,1969-01-01,,
Spain,1968-01-01,,
Spain,1967-01-01,,
Spain,1966-01-01,,
Spain,1965-01-01,,
Spain,1964-01-01,,
Spain,1963-01-01,,
Spain,1962-01-01,,
Spain,1961-01-01,,
Spain,1960-01-01,,
Estonia,2020-01-01,,35251.0230147826
Estonia,2019-01-01,80.61685,36436.7879151632
Estonia,2018-01-01,80.79339,35133.2441587679
Estonia,2017-01-01,80.76691,33856.1811147559
Estonia,2016-01-01,80.7042,32041.3467143408
Estonia,2015-01-01,80.53864,31070.2346296654
Estonia,2014-01-01,,30524.9747306225
Estonia,2013-01-01,,29555.0161010288
Estonia,2012-01-01,,29026.6856740211
Estonia,2011-01-01,,28018.4793166063
Estonia,2010-01-01,,26042.0899857011
Estonia,2009-01-01,,25362.83174657
Estonia,2008-01-01,,29651.7596312527
Estonia,2007-01-01,,31172.1128939762
Estonia,2006-01-01,,28844.0984044766
Estonia,2005-01-01,,26123.4142393101
Estonia,2004-01-01,,23715.5788897668
Estonia,2003-01-01,,22072.4164767009
Estonia,2002-01-01,,20385.0042404179
Estonia,2001-01-01,,18971.6476137004
Estonia,2000-01-01,,17783.5242088716
Estonia,1999-01-01,,16232.2981330519
Estonia,1998-01-01,,16349.6601423878
Estonia,1997-01-01,,15519.8285829349
Estonia,1996-01-01,,13572.547073724
Estonia,1995-01-01,,12743.8429945734
Estonia,1994-01-01,,
Estonia,1993-01-01,,
Estonia,1992-01-01,,
Estonia,1991-01-01,,
Estonia,1990-01-01,,
Estonia,1989-01-01,,
Estonia,1988-01-01,,
Estonia,1987-01-01,,
Estonia,1986-01-01,,
Estonia,1985-01-01,,
Estonia,1984-01-01,,
Estonia,1983-01-01,,
Estonia,1982-01-01,,
Estonia,1981-01-01,,
Estonia,1980-01-01,,
Estonia,1979-01-01,,
Estonia,1978-01-01,,
Estonia,1977-01-01,,
Estonia,1976-01-01,,
Estonia,1975-01-01,,
Estonia,1974-01-01,,
Estonia,1973-01-01,,
Estonia,1972-01-01,,
Estonia,1971-01-01,,
Estonia,1970-01-01,,
Estonia,1969-01-01,,
Estonia,1968-01-01,,
Estonia,1967-01-01,,
Estonia,1966-01-01,,
Estonia,1965-01-01,,
Estonia,1964-01-01,,
Estonia,1963-01-01,,
Estonia,1962-01-01,,
Estonia,1961-01-01,,
Estonia,1960-01-01,,
Finland,2020-01-01,,47090.7257787402
Finland,2019-01-01,80.17834,48562.5253662522
Finland,2018-01-01,80.04165,47971.447819942
Finland,2017-01-01,79.98436,47492.7772789317
Finland,2016-01-01,80.09777,46131.6485166469
Finland,2015-01-01,80.10477,44999.2952967976
Finland,2014-01-01,,44903.6373387663
Finland,2013-01-01,,45254.8641330845
Finland,2012-01-01,,45877.5210102166
Finland,2011-01-01,,46749.6788937008
Finland,2010-01-01,,45800.062094186
Finland,2009-01-01,,44589.4727421447
Finland,2008-01-01,,48738.6039835169
Finland,2007-01-01,,48585.1301761621
Finland,2006-01-01,,46336.7270192508
Finland,2005-01-01,,44714.0793067017
Finland,2004-01-01,,43653.8626474339
Finland,2003-01-01,,42100.1207291291
Finland,2002-01-01,,41371.6330571699
Finland,2001-01-01,,40775.9258848576
Finland,2000-01-01,,39829.3204017935
Finland,1999-01-01,,37733.5972222685
Finland,1998-01-01,,36234.3729604762
Finland,1997-01-01,,34450.6585960936
Finland,1996-01-01,,32495.0871100804
Finland,1995-01-01,,31448.5822790954
Finland,1994-01-01,,30291.4850254136
Finland,1993-01-01,,29262.6440331276
Finland,1992-01-01,,29600.5305560722
Finland,1991-01-01,,30781.4718995219
Finland,1990-01-01,,32885.8188183953
Finland,1989-01-01,,
Finland,1988-01-01,,
Finland,1987-01-01,,
Finland,1986-01-01,,
Finland,1985-01-01,,
Finland,1984-01-01,,
Finland,1983-01-01,,
Finland,1982-01-01,,
Finland,1981-01-01,,
Finland,1980-01-01,,
Finland,1979-01-01,,
Finland,1978-01-01,,
Finland,1977-01-01,,
Finland,1976-01-01,,
Finland,1975-01-01,,
Finland,1974-01-01,,
Finland,1973-01-01,,
Finland,1972-01-01,,
Finland,1971-01-01,,
Finland,1970-01-01,,
Finland,1969-01-01,,
Finland,1968-01-01,,
Finland,1967-01-01,,
Finland,1966-01-01,,
Finland,1965-01-01,,
Finland,1964-01-01,,
Finland,1963-01-01,,
Finland,1962-01-01,,
Finland,1961-01-01,,
Finland,1960-01-01,,
France,2020-01-01,,42313.1931088138
France,2019-01-01,76.80465,46017.7659610004
France,2018-01-01,76.77957,45284.0027939624
France,2017-01-01,76.01011,44577.0645745394
France,2016-01-01,76.25038,43705.1475593257
